review_text,rating,date,clean_review,baseline_sentiment
It's nice,5,2021-11-02 16:36:58,its nice,Good
Almost bank are added nice but in remittance field we have to fill district and agent not good so make national and international for best and one code can work one country not distict?,3,2021-11-02 14:18:41,almost bank are added nice but in remittance field we have to fill district and agent not good so make national and international for best and one code can work one country not distict,Neutral
It's good app but I don't know more about it. For knowing more about it what I have to do.......?,5,2021-11-02 11:59:45,its good app but i dont know more about it for knowing more about it what i have to do,Good
very nice aap,5,2021-11-01 14:58:21,very nice aap,Good
nice aapps,5,2021-11-01 13:53:41,nice aapps,Good
Np good,1,2021-11-01 09:56:33,np good,Bad
not good,1,2021-11-01 09:22:41,not good,Bad
Very useful app,5,2021-11-01 09:21:55,very useful app,Good
Bad no work,1,2021-11-01 09:09:52,bad no work,Bad
Best,5,2021-11-01 08:54:51,best,Good
Refer Garda paisa nai didaina ta k vako?,1,2021-10-29 19:25:23,refer garda paisa nai didaina ta k vako,Bad
it's good app and I'm satisfied used this app.,5,2021-10-28 06:19:47,its good app and im satisfied used this app,Good
nice,5,2021-10-27 21:26:56,nice,Good
"Best digital wallet of Nepal,",5,2021-10-27 11:24:22,best digital wallet of nepal,Good
Awesome app !!!,5,2021-10-26 10:33:26,awesome app,Good
Very good app keep it up,5,2021-10-25 22:57:24,very good app keep it up,Good
it's very important to us .moru earn money quickly,5,2021-10-24 19:58:39,its very important to us moru earn money quickly,Good
good,5,2021-10-22 16:01:15,good,Good
Good,5,2021-10-21 20:38:32,good,Good
i like this apps good luck,5,2021-10-21 18:44:48,i like this apps good luck,Good
This wallet is best and please keep in some earnings method,5,2021-10-20 19:19:16,this wallet is best and please keep in some earnings method,Good
You need add manju Shree finance bank also for load money. Everything good please add it .,1,2021-10-20 14:16:35,you need add manju shree finance bank also for load money everything good please add it,Bad
this is very useful app,5,2021-10-20 12:14:45,this is very useful app,Good
Best experience,4,2021-10-20 08:16:24,best experience,Good
Abc,5,2021-10-19 20:48:16,abc,Good
"Awesome app, Dami xa tah , With free charge , Just love it ❤️❤️❤️❤️❤️❤️❤️",5,2021-10-19 08:27:31,awesome app dami xa tah with free charge just love it,Good
worst,1,2021-10-17 18:26:25,worst,Bad
Great app,5,2021-10-13 20:47:06,great app,Good
I just sent money from another device but the money isn't coming to my device,1,2021-10-13 20:23:55,i just sent money from another device but the money isnt coming to my device,Bad
Problem vaneko 2/3 din vaisakda pani solve garne atto patto hidaina call garda hudaixa vanney Whatsapp maa reply nagarne🥺🥺,1,2021-10-13 06:50:43,problem vaneko din vaisakda pani solve garne atto patto hidaina call garda hudaixa vanney whatsapp maa reply nagarne,Bad
This is just great wallet but i think moru should change background colour put something light colour i give you guys full 5 🌟🤩,5,2021-10-12 14:32:29,this is just great wallet but i think moru should change background colour put something light colour i give you guys full,Good
Best app,5,2021-10-12 12:26:03,best app,Good
Good,5,2021-10-12 09:49:45,good,Good
stil room for many improvement,3,2021-10-11 15:10:21,stil room for many improvement,Neutral
Please add manju shree finance limited also for load money .,4,2021-10-09 18:57:27,please add manju shree finance limited also for load money,Good
I will try to,5,2021-10-09 16:02:50,i will try to,Good
i don't have money,1,2021-10-08 15:32:55,i dont have money,Bad
i really like this aap more than other❤️ no any problem to load money from mobile banking just love it❤️,5,2021-10-07 11:35:33,i really like this aap more than other no any problem to load money from mobile banking just love it,Good
This app don't give rs 5000 after 1 month. After kyc verified,1,2021-10-06 15:37:56,this app dont give rs after month after kyc verified,Bad
good,5,2021-10-04 14:25:07,good,Good
Nice payment app,5,2021-10-03 21:23:12,nice payment app,Good
nice. App,5,2021-10-02 08:59:41,nice app,Good
it's very good system,5,2021-10-02 07:17:17,its very good system,Good
this app is very amazing,5,2021-10-01 16:41:58,this app is very amazing,Good
"I feel very comfortable using this app in comparison to other apps. However app is still to be improved. Following are some issues I have faced:- 1. Loading fund some times takes more time (25-30 mins) 2. Not all banks are linked, like Nepal SBI So I suggest to the Team make it more convenient and Quick. Remainings are good. Thanks",4,2021-10-01 13:49:44,i feel very comfortable using this app in comparison to other apps however app is still to be improved following are some issues i have faced loading fund some times takes more time mins not all banks are linked like nepal sbi so i suggest to the team make it more convenient and quick remainings are good thanks,Good
Bad service. Amount is kept on hold for long time while transferring to bank acc. Not useful apps.,1,2021-10-01 09:59:30,bad service amount is kept on hold for long time while transferring to bank acc not useful apps,Bad
moru..digital .apk,5,2021-09-28 20:50:59,morudigital apk,Good
Perfect app,5,2021-09-28 15:00:57,perfect app,Good
Randi ko xoro mg thaagxas manxi Lai dis hanxas Tesai manxi ko time loss gareko xa vate,1,2021-09-28 10:39:24,randi ko xoro mg thaagxas manxi lai dis hanxas tesai manxi ko time loss gareko xa vate,Bad
Love,5,2021-09-28 02:36:23,love,Good
How to used this application,5,2021-09-27 22:27:19,how to used this application,Good
Id disabled garera mero Rs25000 scam garyo moru le ma police report garxu,1,2021-09-27 18:58:01,id disabled garera mero rs scam garyo moru le ma police report garxu,Bad
good,3,2021-09-27 17:43:19,good,Neutral
I like it's free bank transfer feature.,5,2021-09-27 16:21:03,i like its free bank transfer feature,Good
Super,5,2021-09-27 15:32:57,super,Good
Nice,4,2021-09-27 11:46:34,nice,Good
Clear app,3,2021-09-27 06:42:14,clear app,Neutral
Sachai Kai ho ke yo 500 free .ma,5,2021-09-26 22:44:08,sachai kai ho ke yo free ma,Good
Plze give me pisa,5,2021-09-26 07:04:12,plze give me pisa,Good
good moru,5,2021-09-25 10:56:30,good moru,Good
ok,5,2021-09-24 20:00:04,ok,Good
I dont know how to ise but i thik it is useable😁😁,5,2021-09-23 19:13:15,i dont know how to ise but i thik it is useable,Good
Useless,1,2021-09-23 16:04:54,useless,Bad
very good app,5,2021-09-22 12:40:57,very good app,Good
No charge for transferring funds from one bank to another attracts most of the user. Best wishes Moru Team.,5,2021-09-21 23:52:24,no charge for transferring funds from one bank to another attracts most of the user best wishes moru team,Good
Best digital wallet ever. I'd like to suggest you to link more merchants and business firms to make the digital payments more easy.,5,2021-09-20 18:19:19,best digital wallet ever id like to suggest you to link more merchants and business firms to make the digital payments more easy,Good
nice 👍 application,5,2021-09-20 11:32:06,nice application,Good
Fake apps,5,2021-09-19 11:04:29,fake apps,Good
Wow,5,2021-09-19 08:46:15,wow,Good
wowowo it's nice. earnings app,5,2021-09-18 12:43:15,wowowo its nice earnings app,Good
it's not bad,3,2021-09-17 09:32:22,its not bad,Neutral
good app,5,2021-09-16 19:29:17,good app,Good
Good,5,2021-09-16 16:50:53,good,Good
very good,5,2021-09-16 12:44:36,very good,Good
It help in earning moneybat home,5,2021-09-15 15:33:35,it help in earning moneybat home,Good
after uploading kyc form .i found mistake in my kyc instead of bahadur i wrote bhadur how can i edit agin.. thats the reason by kyc is not verified ?,1,2021-09-15 10:30:23,after uploading kyc form i found mistake in my kyc instead of bahadur i wrote bhadur how can i edit agin thats the reason by kyc is not verified,Bad
good,5,2021-09-14 16:54:11,good,Good
मस्त,1,2021-09-14 14:20:59,मस्त,Bad
Best digital payment app...,5,2021-09-14 13:36:00,best digital payment app,Good
व्यावसायीलाई क्यासब्याक बढाउन पर्‍यो ब्याङ्क ट्रान्सफर निःशुल्क हुनाले हरेक दिन यो वालेट खोल्नै पर्छ मलाई 😍,4,2021-09-13 22:56:04,व्यावसायीलाई क्यासब्याक बढाउन पर्यो ब्याङ्क ट्रान्सफर निःशुल्क हुनाले हरेक दिन यो वालेट खोल्नै पर्छ मलाई,Good
like this,5,2021-09-13 18:42:57,like this,Good
very nice app,3,2021-09-13 02:52:55,very nice app,Neutral
this app is good 👌,5,2021-09-12 13:19:37,this app is good,Good
I like him apps,1,2021-09-12 11:31:52,i like him apps,Bad
good,5,2021-09-12 11:24:25,good,Good
"I think this application is very very good ! means that it's app makes money 💰 for student!! I given 5 star 🌟🔯 This is 100% Real App, For Make Money 💰 Online Fast By Refer I given a first comment in the play store Make Digital Nepal #Moru_App",5,2021-09-12 00:07:39,i think this application is very very good means that its app makes money for student i given star this is real app for make money online fast by refer i given a first comment in the play store make digital nepal moruapp,Good
This is a best app,5,2021-09-11 15:45:46,this is a best app,Good
wow its too good app,4,2021-09-10 23:07:04,wow its too good app,Good
I am happy but the payment given by moru is completely less.only 11 so i sure and suggest you payment is increase 30 only,2,2021-09-09 11:03:57,i am happy but the payment given by moru is completely lessonly so i sure and suggest you payment is increase only,Bad
good,5,2021-09-08 22:46:52,good,Good
गुड,5,2021-09-08 22:22:28,गुड,Good
ok,1,2021-09-08 14:15:46,ok,Bad
nice,5,2021-09-08 08:55:18,nice,Good
good nepali app for bill payment,5,2021-09-08 08:24:49,good nepali app for bill payment,Good
Please dont use this wallet deposit garda bank bata katxa but moru ma aaudaina ani support sanga nai kura garnu parxa 1 din paxi matra haldinxa so dont use natra 1 din sama paisa freez hunxa,1,2021-09-08 07:57:50,please dont use this wallet deposit garda bank bata katxa but moru ma aaudaina ani support sanga nai kura garnu parxa din paxi matra haldinxa so dont use natra din sama paisa freez hunxa,Bad
love you nepal,5,2021-09-07 19:31:02,love you nepal,Good
nice,5,2021-09-07 17:09:32,nice,Good
bank withdrawal free vayera dami lagyo,5,2021-09-06 20:54:41,bank withdrawal free vayera dami lagyo,Good
it is good app it is very helpfull,5,2021-09-06 19:50:04,it is good app it is very helpfull,Good
यो एप मा मेरो त पैसा आएन।,3,2021-09-06 14:31:57,यो एप मा मेरो त पैसा आएन।,Neutral
why not my kyc updated ?,5,2021-09-05 18:36:25,why not my kyc updated,Good
best income app,5,2021-09-05 11:43:30,best income app,Good
good service,5,2021-09-05 09:16:57,good service,Good
best app,5,2021-09-04 22:14:25,best app,Good
Omg this is amazing app i am sign up and I got 11rupies bonus,5,2021-09-04 12:25:32,omg this is amazing app i am sign up and i got rupies bonus,Good
Thank you,5,2021-09-04 10:59:36,thank you,Good
this app is very nice,5,2021-09-04 00:10:09,this app is very nice,Good
I'm First time Start using this app...,5,2021-09-03 23:01:09,im first time start using this app,Good
good but need more cashback points,4,2021-09-03 00:59:11,good but need more cashback points,Good
Feeling good using it,5,2021-09-02 20:22:04,feeling good using it,Good
good,5,2021-09-02 16:54:44,good,Good
Lalita thami1,5,2021-09-02 13:03:44,lalita thami,Good
Maile 11 rs matra paye earn garne tarika vndinus,2,2021-09-02 07:11:28,maile rs matra paye earn garne tarika vndinus,Bad
good,5,2021-09-01 20:40:19,good,Good
kis bank m amount deposit hoga,5,2021-09-01 15:45:21,kis bank m amount deposit hoga,Good
good,5,2021-09-01 10:49:01,good,Good
nice app,5,2021-09-01 06:53:29,nice app,Good
This is good application,5,2021-09-01 05:48:07,this is good application,Good
App j pani hos... Tara recharge garna paiyo 11 ko lahar le... Tesko lagi 5 star,5,2021-08-31 22:56:41,app j pani hos tara recharge garna paiyo ko lahar le tesko lagi star,Good
this app is really good,5,2021-08-31 10:49:09,this app is really good,Good
Great app,5,2021-08-30 22:49:53,great app,Good
very impressive app...bt sometime qr code isn't working properly...,3,2021-08-30 20:54:05,very impressive appbt sometime qr code isnt working properly,Neutral
good,5,2021-08-30 18:24:40,good,Good
Good,5,2021-08-30 11:07:14,good,Good
"This is app is good. But this app cannot work in offline mode like mobile topup, data pack. If this app can work in offline mode for only some transactions like mobile topup, data pack then this app will be amazing apps for user.",3,2021-08-29 22:49:34,this is app is good but this app cannot work in offline mode like mobile topup data pack if this app can work in offline mode for only some transactions like mobile topup data pack then this app will be amazing apps for user,Neutral
This is good app,5,2021-08-28 20:15:20,this is good app,Good
better,5,2021-08-28 18:12:12,better,Good
Really nice app,5,2021-08-27 21:55:36,really nice app,Good
where is my money I haven't received yet 😔,1,2021-08-27 12:43:23,where is my money i havent received yet,Bad
Dehrai ramro xa,1,2021-08-27 12:07:59,dehrai ramro xa,Bad
please give me a 500 rs,5,2021-08-27 09:40:08,please give me a rs,Good
Very very very very very ..... useful app for me,5,2021-08-26 18:04:27,very very very very very useful app for me,Good
Best mobile wallet application and I love the free bank transfer.,5,2021-08-26 15:48:11,best mobile wallet application and i love the free bank transfer,Good
Can i get free data for this app,4,2021-08-26 12:38:30,can i get free data for this app,Good
ATRTASARTATAttasrr,1,2021-08-26 11:42:07,atrtasartatattasrr,Bad
कुन कुन देश को सिम बाट खोल्न मिल्छ होला सर,1,2021-08-26 05:49:28,कुन कुन देश को सिम बाट खोल्न मिल्छ होला सर,Bad
awesome,4,2021-08-25 16:32:03,awesome,Good
this is great,5,2021-08-25 15:32:25,this is great,Good
topup,5,2021-08-25 15:31:13,topup,Good
bhyana,5,2021-08-25 12:37:47,bhyana,Good
Nice application,4,2021-08-25 10:28:02,nice application,Good
useful appp,4,2021-08-24 23:50:00,useful appp,Good
10 rupaya kahai mero 😡😡,1,2021-08-24 12:43:18,rupaya kahai mero,Bad
This is very good app that I have ever seen it so try it and earn money 🔥🔥👌👌,5,2021-08-24 12:35:24,this is very good app that i have ever seen it so try it and earn money,Good
i love this application,5,2021-08-23 15:46:00,i love this application,Good
Nice,5,2021-08-23 14:56:35,nice,Good
it's too good,5,2021-08-23 11:12:38,its too good,Good
"well but,it has improved to offline also",3,2021-08-22 13:26:40,well butit has improved to offline also,Neutral
nice plz coin plz😭😭😭🙏🙏🙏🙏,5,2021-08-22 10:26:39,nice plz coin plz,Good
Don`T trust this app. Tanscaction always fails. It can even hack privacy. Don`t install it. Scam!!!,1,2021-08-21 10:38:45,dont trust this app tanscaction always fails it can even hack privacy dont install it scam,Bad
great job ❣❣😘😘,5,2021-08-21 06:44:15,great job,Good
fake app ..fool.complet fake one ..i i dont need it it a complet fake,1,2021-08-20 12:28:30,fake app foolcomplet fake one i i dont need it it a complet fake,Bad
I cannot load money in more app from century bank account please help me,1,2021-08-20 10:16:15,i cannot load money in more app from century bank account please help me,Bad
good app,1,2021-08-20 07:33:40,good app,Bad
nice,5,2021-08-19 19:42:26,nice,Good
I have more than 5 years teaching experience,4,2021-08-19 17:08:43,i have more than years teaching experience,Good
Good app,5,2021-08-19 16:53:36,good app,Good
thank you,5,2021-08-18 18:57:07,thank you,Good
good,5,2021-08-18 11:33:30,good,Good
earn to money,5,2021-08-18 11:31:16,earn to money,Good
plese blc,5,2021-08-17 23:27:10,plese blc,Good
Nice App,5,2021-08-17 21:15:01,nice app,Good
Lila stha,1,2021-08-17 13:52:43,lila stha,Bad
The device problem is very bad. Once a device login moru app then again login . Then it cant give money. When login in same device. Either the sims are different.,5,2021-08-16 21:30:42,the device problem is very bad once a device login moru app then again login then it cant give money when login in same device either the sims are different,Good
Good,5,2021-08-16 21:07:42,good,Good
best wallet in Nepal,5,2021-08-16 08:54:48,best wallet in nepal,Good
👍🔥⭐⭐⭐⭐🌟,5,2021-08-16 06:53:39,,Good
excellent,5,2021-08-15 19:18:13,excellent,Good
opps,5,2021-08-15 17:17:01,opps,Good
okay dear,5,2021-08-15 17:13:07,okay dear,Good
good,5,2021-08-15 17:11:03,good,Good
I think Worst app. I always upload money in this app and always at the end of transactions failed. Always and always. But my money debited from my account. Not trust app.,1,2021-08-15 13:39:38,i think worst app i always upload money in this app and always at the end of transactions failed always and always but my money debited from my account not trust app,Bad
thanks moru team..🥰🥰🥰🥰,5,2021-08-15 13:11:33,thanks moru team,Good
Best digital wallet,1,2021-08-15 12:12:11,best digital wallet,Bad
Best app,5,2021-08-15 00:09:11,best app,Good
My reffer codes is not working it says ..refer code is not working when i try to refer it....please solve the issues fast,5,2021-08-14 10:20:38,my reffer codes is not working it says refer code is not working when i try to refer itplease solve the issues fast,Good
good,1,2021-08-13 12:15:38,good,Bad
Very good apk WALLET. I like this app.,5,2021-08-13 06:45:57,very good apk wallet i like this app,Good
The best digital wallet in nepal,5,2021-08-12 21:56:48,the best digital wallet in nepal,Good
PRA dip 20,5,2021-08-12 20:02:41,pra dip,Good
It is not opening in my phone. Plz solve this problem,1,2021-08-12 19:04:38,it is not opening in my phone plz solve this problem,Bad
I will first time used top up recharge cash back is 3% it's good for as but I'll load money in my bank bank account show withdrawn this amount but moru not show in moru wallet in after 3 hour,1,2021-08-11 13:14:56,i will first time used top up recharge cash back is its good for as but ill load money in my bank bank account show withdrawn this amount but moru not show in moru wallet in after hour,Bad
best app but never giving a money,5,2021-08-11 11:03:15,best app but never giving a money,Good
How to use this app,1,2021-08-10 10:20:47,how to use this app,Bad
Op,5,2021-08-09 11:59:53,op,Good
What a wonderful app. The speed to top up is fast . I like this app very much. Thanks for the creater for this app. I love this app♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,5,2021-08-09 11:26:17,what a wonderful app the speed to top up is fast i like this app very much thanks for the creater for this app i love this app,Good
राम्राे,3,2021-08-08 15:08:11,राम्राे,Neutral
no cost for bank transfer. best thing download everyone,5,2021-08-08 14:22:40,no cost for bank transfer best thing download everyone,Good
best service,5,2021-08-08 11:19:33,best service,Good
good,5,2021-08-07 12:09:09,good,Good
I have load money from bank but in my wallet balance isn't transfered ruppes has been cut off from my bank account..,2,2021-08-07 06:11:21,i have load money from bank but in my wallet balance isnt transfered ruppes has been cut off from my bank account,Bad
superp app for mobile wallet,5,2021-08-06 21:15:19,superp app for mobile wallet,Good
I load money from my bank account and money was deducted from my bank account but not credited in my moru wallet.,1,2021-08-06 18:02:23,i load money from my bank account and money was deducted from my bank account but not credited in my moru wallet,Bad
"Excellent Features Like Free Bank Transfer , More Cashback ! Moru Should Work On Enhancing UI . Please Bring New Update On UI Interface",5,2021-08-05 10:07:34,excellent features like free bank transfer more cashback moru should work on enhancing ui please bring new update on ui interface,Good
very good app but need to add more bank option I didn't found my bank option need to update,3,2021-08-05 09:20:02,very good app but need to add more bank option i didnt found my bank option need to update,Neutral
nice app 👌👌👌,5,2021-08-05 00:27:00,nice app,Good
the apps is successful erny mobile mobile wallet,5,2021-08-04 08:09:30,the apps is successful erny mobile mobile wallet,Good
best earing app,5,2021-08-03 13:42:30,best earing app,Good
Nice,5,2021-08-03 12:11:20,nice,Good
Nice apps,5,2021-08-02 17:42:58,nice apps,Good
best app😍,5,2021-08-02 17:05:52,best app,Good
nice app👍👍👍👍👍,4,2021-08-02 12:29:42,nice app,Good
what a great app❤️,5,2021-08-02 06:48:42,what a great app,Good
Why there is no counter deposit option available...?,3,2021-08-02 06:21:00,why there is no counter deposit option available,Neutral
Good for digital services all over Nepal,5,2021-08-01 23:19:36,good for digital services all over nepal,Good
poor service,1,2021-08-01 22:13:14,poor service,Bad
Not so good,1,2021-07-31 21:36:47,not so good,Bad
best ape,5,2021-07-31 19:28:19,best ape,Good
worst apps,1,2021-07-30 08:20:47,worst apps,Bad
"I think Very wonderful wallet app in nepal. It very good app for utility or other many payments. It can't be compare with esewa, khalti or other wallet because it is best.",5,2021-07-29 22:56:31,i think very wonderful wallet app in nepal it very good app for utility or other many payments it cant be compare with esewa khalti or other wallet because it is best,Good
Quick erning plz,5,2021-07-29 09:26:09,quick erning plz,Good
nice🥰🥰🥰🥰,4,2021-07-28 18:10:24,nice,Good
nice earn apps,4,2021-07-28 08:30:05,nice earn apps,Good
best app,5,2021-07-28 07:58:45,best app,Good
Free to Shift Cash Between Banks and it's Amazing!,4,2021-07-27 08:16:28,free to shift cash between banks and its amazing,Good
World bakbas App This app is so many bugs Don't download this,1,2021-07-27 07:19:03,world bakbas app this app is so many bugs dont download this,Bad
Good,4,2021-07-26 18:13:00,good,Good
very nice app,1,2021-07-26 16:04:03,very nice app,Bad
good apps.,5,2021-07-26 15:15:34,good apps,Good
Ilove app,5,2021-07-26 09:37:39,ilove app,Good
"Moru is better than other, free bank transfer, free withdraw and high cash back... And add mobile banking load fund from siddhartha bank...",5,2021-07-25 21:57:26,moru is better than other free bank transfer free withdraw and high cash back and add mobile banking load fund from siddhartha bank,Good
it takes time to send and receive money!,2,2021-07-24 19:09:01,it takes time to send and receive money,Bad
Ganesh Acharya,5,2021-07-23 20:07:25,ganesh acharya,Good
Referral system kasto xa 1 device 1 account ho yesto kaam xinna 1device deraii account banaunu la,1,2021-07-23 18:57:13,referral system kasto xa device account ho yesto kaam xinna device deraii account banaunu la,Bad
Very good aps,5,2021-07-23 17:04:36,very good aps,Good
janma sip liyer ago ko xaraw gare paxi n aune k xa raw?,5,2021-07-23 15:26:50,janma sip liyer ago ko xaraw gare paxi n aune k xa raw,Good
Impressive and Very useful Moru App,5,2021-07-23 14:15:59,impressive and very useful moru app,Good
This app not give recharge This app is waste Thus is not working,1,2021-07-22 07:56:02,this app not give recharge this app is waste thus is not working,Bad
its very useful for me,5,2021-07-21 12:10:36,its very useful for me,Good
"According to the bonus, Its good wallet but According to the speed of Top-up other features speed its too much slow than other Nepalese digital wallets. Please Solve this problem first. It need more internet speed than other. So i gave 2 stars for it otherwise its good.",2,2021-07-21 11:34:35,according to the bonus its good wallet but according to the speed of topup other features speed its too much slow than other nepalese digital wallets please solve this problem first it need more internet speed than other so i gave stars for it otherwise its good,Bad
Why u closed refer and earn,5,2021-07-21 08:37:05,why u closed refer and earn,Good
Wow,5,2021-07-20 21:54:18,wow,Good
This is a best and use full apps,5,2021-07-20 21:43:40,this is a best and use full apps,Good
thank you,5,2021-07-19 10:57:15,thank you,Good
Very Useful Apps🙏👌👍,5,2021-07-15 11:31:06,very useful apps,Good
Love this wallet,5,2021-07-14 18:06:13,love this wallet,Good
good apps,5,2021-07-11 17:58:33,good apps,Good
Nice app keep going👌..,5,2021-07-11 14:30:01,nice app keep going,Good
Don't use this app .west your time,1,2021-07-11 13:11:19,dont use this app west your time,Bad
pLz sir freefire ma topup ma pani subedha dhunue paro,3,2021-07-11 08:21:30,plz sir freefire ma topup ma pani subedha dhunue paro,Neutral
Amazing payment app but need to add more shop and merchants.,5,2021-07-10 17:48:42,amazing payment app but need to add more shop and merchants,Good
Ha ha ha 😊😊😊😎😎😉😃,5,2021-07-10 17:02:55,ha ha ha,Good
It works good but there is no cashback in electricity bill.,3,2021-07-10 13:56:15,it works good but there is no cashback in electricity bill,Neutral
Nice,1,2021-07-09 23:49:07,nice,Bad
Trusted app,5,2021-07-09 11:53:38,trusted app,Good
I am Happy with this moru app 😘😘❤,5,2021-07-08 14:51:44,i am happy with this moru app,Good
Good🤨,5,2021-07-08 07:58:58,good,Good
very bad aap,1,2021-07-06 15:24:34,very bad aap,Bad
Fake app,1,2021-07-04 17:58:22,fake app,Bad
"Best wallet with more cashback than other ,, thanks moru digital wallet",5,2021-07-04 13:10:06,best wallet with more cashback than other thanks moru digital wallet,Good
Maile recharge halda kina credit vayena,1,2021-07-04 05:41:26,maile recharge halda kina credit vayena,Bad
It is very good Ok,5,2021-07-03 21:19:44,it is very good ok,Good
"If possible please kindly link the wallet with insurance companies, capital markets so that we can pay premiums, renewal fees etc.",5,2021-07-03 21:10:44,if possible please kindly link the wallet with insurance companies capital markets so that we can pay premiums renewal fees etc,Good
Good app,5,2021-07-03 20:46:04,good app,Good
How to deactivate account,5,2021-07-03 13:08:04,how to deactivate account,Good
🤗😍🤩,5,2021-07-03 08:33:21,,Good
Refer and earn is not working. When I tried to check referral program by creating new account for my friends. I found it a not working. He got registered without giving me anything. Please fix this bug.,2,2021-07-03 00:12:36,refer and earn is not working when i tried to check referral program by creating new account for my friends i found it a not working he got registered without giving me anything please fix this bug,Bad
Awesome one,5,2021-07-02 10:04:22,awesome one,Good
best app for online transactions ... i love it bcz of its cash back and fast transactions and replay in emergency problem and solve it very soon ..,5,2021-07-01 19:19:08,best app for online transactions i love it bcz of its cash back and fast transactions and replay in emergency problem and solve it very soon,Good
"Very very authentic, reliable, trustworthy and responsible wallet app .",5,2021-07-01 19:10:43,very very authentic reliable trustworthy and responsible wallet app,Good
Ilove this app ♥️♥️♥️,5,2021-07-01 15:10:53,ilove this app,Good
Nice,5,2021-07-01 13:05:14,nice,Good
निके,5,2021-06-30 19:54:14,निके,Good
Nice app very useful app 😍😍love it,5,2021-06-30 18:58:27,nice app very useful app love it,Good
Will deserve 5🌟 if there is bank account link feature and fonepay QR payment integration.,4,2021-06-29 02:20:57,will deserve if there is bank account link feature and fonepay qr payment integration,Good
Good apps,1,2021-06-29 02:20:42,good apps,Bad
Great app,5,2021-06-28 12:55:21,great app,Good
Very bad customer service,1,2021-06-28 11:53:36,very bad customer service,Bad
Wow khatra paisa aaudo raiixa,5,2021-06-27 19:06:58,wow khatra paisa aaudo raiixa,Good
Thank you for providing free services I used to use esewa but now it's better. Please add remittance features.,5,2021-06-27 17:36:44,thank you for providing free services i used to use esewa but now its better please add remittance features,Good
Thank you so much,1,2021-06-26 12:30:48,thank you so much,Bad
यो app बाट refer गरेर पैसा कमाउने माध्यम निकै राम्रो लाग्यो साथै सम्पुर्ण कुराहरु सजिलो छ यसमा धन्यवाद moru ❤️,5,2021-06-25 21:41:22,यो app बाट refer गरेर पैसा कमाउने माध्यम निकै राम्रो लाग्यो साथै सम्पुर्ण कुराहरु सजिलो छ यसमा धन्यवाद moru,Good
Yo app ko barema sabai ramro lagyo tara aaja tara aaja refer and earn ma mero link bata 6 oota jati account create gari sakey tara bonus payeko xaina😔 May be some glich please manage it as soon as possible 🙏 thank you 😊,5,2021-06-25 19:13:36,yo app ko barema sabai ramro lagyo tara aaja tara aaja refer and earn ma mero link bata oota jati account create gari sakey tara bonus payeko xaina may be some glich please manage it as soon as possible thank you,Good
"All the services provided by you are excellent but one thing that helps your customers to load fund easily that is you should add the option of "" Moru Load"" in all Mobile banking Apps which has been using in Nepal... So that we can Load money easily and safely...",5,2021-06-25 11:33:41,all the services provided by you are excellent but one thing that helps your customers to load fund easily that is you should add the option of moru load in all mobile banking apps which has been using in nepal so that we can load money easily and safely,Good
Nice app.Can fulfill customer need as a important thing.I like it very much.,5,2021-06-24 14:33:44,nice appcan fulfill customer need as a important thingi like it very much,Good
"Its work fine for Recharge and free Bank transfer.But I would like to give some suggestion to inprove it more.please provide the ""Send & Receive Remittance."",Increase the security of log in authentication while log in from other device., there is limited water supply payment. Add more water supply payment.& Give more % cash back for recharge & others payments.Your response to our feefback will always motivate us to use moru.Thank you for helping us make our dily lives easier in this difficilt su",5,2021-06-24 12:35:25,its work fine for recharge and free bank transferbut i would like to give some suggestion to inprove it moreplease provide the send receive remittanceincrease the security of log in authentication while log in from other device there is limited water supply payment add more water supply payment give more cash back for recharge others paymentsyour response to our feefback will always motivate us to use moruthank you for helping us make our dily lives easier in this difficilt su,Good
It is more convenient to use and faster. I like this app.,4,2021-06-23 12:46:46,it is more convenient to use and faster i like this app,Good
It works really well🙂 I love it😊,5,2021-06-23 10:35:00,it works really well i love it,Good
good moru,5,2021-06-22 19:25:18,good moru,Good
Very good service,5,2021-06-22 15:46:25,very good service,Good
nice,5,2021-06-22 07:56:31,nice,Good
Really this app very useful,5,2021-06-21 16:25:46,really this app very useful,Good
It is best digital wallet,4,2021-06-21 10:28:46,it is best digital wallet,Good
My favourite app,5,2021-06-21 09:51:04,my favourite app,Good
Free bank transfer and more... Loved it.,5,2021-06-21 09:23:09,free bank transfer and more loved it,Good
My name sristi neupane,5,2021-06-21 02:50:03,my name sristi neupane,Good
Nice keep going beautifully 😌💗,1,2021-06-20 12:54:33,nice keep going beautifully,Bad
Good,4,2021-06-20 07:07:00,good,Good
This app is not fake,5,2021-06-19 10:17:24,this app is not fake,Good
Very nice app,5,2021-06-18 18:49:46,very nice app,Good
Nice app,5,2021-06-18 12:56:59,nice app,Good
Very good app,5,2021-06-18 12:04:14,very good app,Good
This app is really nice 👍👍👍,5,2021-06-18 11:36:43,this app is really nice,Good
Really good apps,5,2021-06-18 09:50:46,really good apps,Good
Best,5,2021-06-17 16:45:10,best,Good
Completly satisfied,5,2021-06-17 14:53:28,completly satisfied,Good
Can we do topup in games from this app.🤔,4,2021-06-17 14:12:45,can we do topup in games from this app,Good
Good,5,2021-06-16 20:13:55,good,Good
It's really good app. I suggest you to download this application,1,2021-06-16 17:18:20,its really good app i suggest you to download this application,Bad
